# Synthetic demo spectrum: Ag_n+ (n=1..15), Cu_n+ (n=1..4), Ag_nO+, Ag_nO2+, AgCu+, Ag2Cu+, Ag3Cu+, Na+, K+
# Gaussian profile peaks, resolving power 3000, sampling step 0.02 m/z, Gaussian + shot noise
m/z,intensity
164.38,52.9
164.40,25.4
164.42,45.2
164.44,53.6
164.46,45.7
164.48,54.8
164.50,49.1
164.52,48.2
164.54,44.1
164.56,57.6
164.58,39.3
164.60,40.4
164.62,44.1
164.64,56.6
164.66,44.8
164.68,34.3
164.70,54.7
164.72,33.7
164.74,41.3
164.76,42.4
164.78,45.2
164.80,33.6
164.82,49.7
164.84,47.8
164.86,42.2
164.88,52.1
164.90,26.5
164.92,58.9
164.94,69.4
164.96,33.7
164.98,49.4
165.00,48.8
165.02,40.7
165.04,35.4
165.06,30.6
165.08,62.1
165.10,45.1
165.12,40.8
165.14,53.9
165.16,36.5
165.18,42.0
165.20,36.4
165.22,32.5
165.24,56.7
165.26,60.5
165.28,27.0
165.30,40.7
165.32,54.7
165.34,46.8
165.36,35.1
165.38,56.7
165.40,49.6
165.42,40.0
165.44,37.5
165.46,34.9
165.48,53.4
165.50,53.4
165.52,33.8
165.54,53.0
165.56,48.6
165.58,47.3
165.60,39.0
165.62,41.1
165.64,60.4
165.66,49.9
165.68,38.0
165.70,48.4
165.72,69.5
165.74,46.0
165.76,64.2
165.78,59.0
165.80,45.1
165.82,67.4
165.84,40.9
165.86,46.4
165.88,62.9
165.90,49.7
165.92,54.4
165.94,60.0
165.96,48.2
165.98,42.3
166.00,41.8
166.02,54.6
166.04,39.8
166.06,54.1
166.08,53.5
166.10,60.0
166.12,37.5
166.14,36.5
166.16,34.2
166.18,63.7
166.20,45.3
166.22,46.0
166.24,37.2
166.26,43.6
166.28,49.9
166.30,48.9
166.32,46.5
166.34,68.0
166.36,42.5
166.38,37.9
166.40,58.1
166.42,66.7
166.44,41.4
166.46,57.4
166.48,66.8
166.50,43.2
166.52,49.0
166.54,43.8
166.56,68.4
166.58,43.5
166.60,51.0
166.62,56.3
166.64,50.0
166.66,36.1
166.68,50.8
166.70,69.2
166.72,60.8
166.74,43.9
166.76,65.0
166.78,51.1
166.80,48.8
166.82,47.4
166.84,34.5
166.86,45.4
166.88,31.9
166.90,50.4
166.92,49.0
166.94,40.3
166.96,55.7
166.98,60.8
167.00,46.9
167.02,48.4
167.04,38.4
167.06,47.3
167.08,44.9
167.10,47.0
167.12,33.6
167.14,63.2
167.16,59.8
167.18,37.6
167.20,46.5
167.22,50.4
167.24,22.4
167.26,40.7
167.28,47.8
167.30,44.0
167.32,55.8
167.34,37.3
167.36,48.1
167.38,45.1
167.40,60.5
167.42,49.5
167.44,33.6
167.46,40.6
167.48,48.7
167.50,47.9
167.52,62.1
167.54,42.1
167.56,57.3
167.58,49.8
167.60,43.9
167.62,71.3
167.64,32.2
167.66,67.9
167.68,48.9
167.70,37.6
167.72,55.1
167.74,57.9
167.76,48.4
167.78,48.4
167.80,51.5
167.82,50.9
167.84,61.3
167.86,37.1
167.88,34.7
167.90,46.5
167.92,27.2
167.94,39.8
167.96,49.3
167.98,46.6
168.00,50.4
168.02,55.1
168.04,55.1
168.06,55.8
168.08,52.0
168.10,37.8
168.12,59.1
168.14,45.6
168.16,31.7
168.18,50.9
168.20,49.9
168.22,43.2
168.24,58.4
168.26,34.1
168.28,46.7
168.30,53.6
168.32,35.9
168.34,56.9
168.36,41.8
168.38,63.4
168.40,50.2
168.42,42.5
168.44,51.7
168.46,55.6
168.48,51.7
168.50,49.4
168.52,59.8
168.54,48.0
168.56,35.5
168.58,32.7
168.60,49.9
168.62,55.8
168.64,56.5
168.66,51.9
168.68,46.8
168.70,43.6
168.72,58.8
168.74,48.0
168.76,51.2
168.78,44.4
168.80,35.6
168.82,47.5
168.84,38.9
168.86,56.3
168.88,56.7
168.90,41.7
168.92,51.7
168.94,49.5
168.96,45.0
168.98,59.7
169.00,36.3
169.02,59.7
169.04,47.4
169.06,46.2
169.08,29.7
169.10,52.0
169.12,43.4
169.14,44.3
169.16,50.8
169.18,46.5
169.20,38.5
169.22,58.5
169.24,74.3
169.26,28.0
169.28,38.2
169.30,35.8
169.32,53.3
169.34,36.6
169.36,31.7
169.38,52.5
169.40,34.9
169.42,54.9
169.44,45.8
169.46,44.1
169.48,45.6
169.50,37.3
169.52,50.8
169.54,36.0
169.56,66.4
169.58,46.1
169.60,37.2
169.62,42.6
169.64,66.7
169.66,57.8
169.68,47.2
169.70,54.5
169.72,46.0
169.74,57.9
169.76,48.9
169.78,168.9
169.80,567.8
169.82,1246.6
169.84,1421.5
169.86,796.0
169.88,288.7
169.90,72.0
169.92,37.5
169.94,17.7
169.96,47.2
169.98,45.7
170.00,48.4
170.02,60.5
170.04,41.3
170.06,50.3
170.08,40.1
170.10,44.6
170.12,31.8
170.14,47.0
170.16,67.0
170.18,33.8
170.20,58.1
170.22,54.4
170.24,45.2
170.26,48.5
170.28,52.7
170.30,53.7
170.32,47.4
170.34,40.1
170.36,48.5
170.38,49.5
170.40,45.7
170.42,46.2
170.44,47.1
170.46,47.6
170.48,42.6
170.50,50.3
170.52,56.0
170.54,45.9
170.56,50.8
170.58,43.6
170.60,59.0
170.62,47.9
170.64,41.4
170.66,56.7
170.68,36.8
170.70,47.0
170.72,36.3
170.74,53.7
170.76,68.4
170.78,35.7
170.80,45.0
170.82,39.9
170.84,42.7
170.86,37.9
170.88,39.6
170.90,42.0
170.92,29.0
170.94,41.7
170.96,43.3
170.98,45.9
171.00,50.7
171.02,65.3
171.04,34.5
171.06,45.1
171.08,59.7
171.10,61.7
171.12,42.2
171.14,56.0
171.16,57.3
171.18,29.8
171.20,42.3
171.22,35.5
171.24,45.4
171.26,37.3
171.28,54.2
171.30,55.8
171.32,48.9
171.34,46.3
171.36,58.0
171.38,34.9
171.40,40.0
171.42,41.4
171.44,41.9
171.46,34.5
171.48,47.0
171.50,44.8
171.52,29.2
171.54,43.0
171.56,46.6
171.58,38.2
171.60,49.3
171.62,42.9
171.64,52.1
171.66,30.7
171.68,46.2
171.70,48.5
171.72,57.1
171.74,51.8
171.76,65.5
171.78,204.1
171.80,801.6
171.82,1773.3
171.84,1866.2
171.86,1100.0
171.88,382.4
171.90,98.3
171.92,49.6
171.94,41.3
171.96,59.5
171.98,23.6
172.00,44.2
172.02,43.4
172.04,27.4
172.06,52.3
172.08,51.9
172.10,52.6
172.12,37.6
172.14,44.4
172.16,45.1
172.18,47.7
172.20,36.4
172.22,57.9
172.24,44.3
172.26,44.2
172.28,37.4
172.30,31.9
172.32,51.3
172.34,50.9
172.36,44.9
172.38,48.7
172.40,67.4
172.42,37.3
172.44,30.4
172.46,70.7
172.48,40.6
172.50,32.4
172.52,53.0
172.54,40.4
172.56,40.5
172.58,39.5
172.60,51.6
172.62,53.4
172.64,46.0
172.66,57.1
172.68,40.8
172.70,52.7
172.72,61.8
172.74,50.0
172.76,50.2
172.78,40.4
172.80,28.1
172.82,50.6
172.84,57.7
172.86,36.6
172.88,43.8
172.90,48.6
172.92,47.4
172.94,45.2
172.96,40.4
172.98,46.7
173.00,39.6
173.02,33.6
173.04,49.6
173.06,68.2
173.08,43.2
173.10,54.5
173.12,53.5
173.14,52.0
173.16,51.4
173.18,57.1
173.20,47.5
173.22,35.2
173.24,39.2
173.26,38.0
173.28,22.4
173.30,41.1
173.32,40.2
173.34,35.2
173.36,45.8
173.38,38.9
173.40,41.8
173.42,54.2
173.44,57.0
173.46,42.2
173.48,46.4
173.50,43.1
173.52,33.8
173.54,50.0
173.56,47.1
173.58,45.7
173.60,58.3
173.62,46.3
173.64,45.9
173.66,34.9
173.68,34.6
173.70,69.5
173.72,53.6
173.74,58.4
173.76,51.1
173.78,113.9
173.80,301.6
173.82,577.8
173.84,646.9
173.86,366.4
173.88,125.5
173.90,39.6
173.92,41.8
173.94,66.1
173.96,51.9
173.98,46.2
174.00,42.3
174.02,50.9
174.04,41.0
174.06,51.6
174.08,51.5
174.10,32.1
174.12,37.6
174.14,33.9
174.16,43.5
174.18,32.5
174.20,40.1
174.22,52.0
174.24,49.4
174.26,30.4
174.28,42.9
174.30,39.6
174.32,35.6
174.34,47.1
174.36,34.6
174.38,42.4
174.40,42.5
174.42,38.9
174.44,68.6
174.46,49.3
174.48,38.9
174.50,47.1
174.52,45.2
174.54,46.9
174.56,39.7
174.58,57.8
174.60,31.0
174.62,37.8
174.64,53.4
174.66,52.4
174.68,60.6
174.70,50.3
174.72,47.6
174.74,45.2
174.76,45.7
174.78,39.7
174.80,50.4
174.82,61.9
174.84,49.8
174.86,53.2
174.88,45.6
174.90,48.9
174.92,41.6
174.94,44.3
174.96,46.5
174.98,28.9
175.00,39.7
175.02,65.2
175.04,27.4
175.06,43.5
175.08,40.4
175.10,50.1
175.12,56.3
175.14,43.6
175.16,33.0
175.18,50.1
175.20,44.1
175.22,36.6
175.24,59.1
175.26,46.9
175.28,57.4
175.30,42.4
175.32,39.8
175.34,45.7
175.36,34.6
175.38,54.2
175.40,44.9
175.42,33.4
175.44,62.7
175.46,75.0
175.48,44.2
175.50,47.9
175.52,48.8
175.54,52.2
175.56,48.9
175.58,31.5
175.60,54.4
175.62,38.1
175.64,51.3
175.66,63.6
175.68,50.2
175.70,53.2
175.72,56.8
175.74,40.4
175.76,44.3
175.78,41.4
175.80,40.0
175.82,45.4
175.84,63.8
175.86,41.0
175.88,40.3
175.90,58.8
175.92,32.8
175.94,44.0
175.96,57.7
175.98,54.9
176.00,51.8
176.02,26.9
176.04,43.8
176.06,47.2
176.08,53.8
176.10,53.1
176.12,31.3
176.14,43.1
176.16,39.5
176.18,39.6
176.20,20.4
176.22,42.3
176.24,39.8
176.26,52.9
176.28,43.6
176.30,48.8
176.32,46.0
176.34,31.8
176.36,37.0
176.38,54.7
176.40,47.0
176.42,43.4
176.44,39.0
176.46,43.5
176.48,45.2
176.50,51.3
176.52,41.5
176.54,52.9
176.56,42.9
176.58,36.3
176.60,50.2
176.62,65.5
176.64,42.1
176.66,36.7
176.68,43.0
176.70,35.0
176.72,60.3
176.74,39.7
176.76,39.4
176.78,38.9
176.80,51.2
176.82,37.4
176.84,31.7
176.86,54.2
176.88,33.0
176.90,52.6
176.92,57.0
176.94,50.8
176.96,50.9
176.98,55.0
177.00,61.0
177.02,48.1
177.04,47.4
177.06,42.6
177.08,46.5
177.10,55.6
177.12,57.5
177.14,46.4
177.16,54.5
177.18,34.3
177.20,55.3
177.22,57.2
177.24,49.8
177.26,56.8
177.28,45.7
177.30,22.5
177.32,54.0
177.34,59.7
177.36,27.0
177.38,46.9
177.40,59.0
177.42,48.0
177.44,65.0
177.46,43.4
177.48,45.4
177.50,43.6
177.52,58.5
177.54,44.9
177.56,34.8
177.58,41.0
177.60,46.2
177.62,38.0
177.64,47.6
177.66,65.1
177.68,48.9
177.70,60.8
177.72,54.8
177.74,50.6
177.76,50.1
177.78,52.0
177.80,41.7
177.82,45.4
177.84,46.6
177.86,44.2
177.88,35.7
177.90,57.4
177.92,47.2
177.94,53.6
177.96,62.4
177.98,41.5
178.00,44.3
178.02,45.8
178.04,49.5
178.06,33.3
178.08,41.3
178.10,57.7
178.12,45.2
178.14,65.7
178.16,47.9
178.18,51.6
178.20,37.1
178.22,59.2
178.24,45.9
178.26,57.3
178.28,62.3
178.30,53.1
178.32,42.3
178.34,40.8
178.36,45.7
178.38,31.3
178.40,46.1
178.42,44.5
178.44,67.3
178.46,33.8
178.48,41.0
178.50,40.0
178.52,38.7
178.54,54.0
178.56,50.2
178.58,34.4
178.60,57.2
178.62,50.4
178.64,55.6
178.66,44.4
178.68,55.2
178.70,52.4
178.72,48.4
178.74,50.5
178.76,44.5
178.78,51.9
178.80,62.8
178.82,69.9
178.84,29.6
178.86,38.6
178.88,33.6
178.90,23.4
178.92,35.3
178.94,54.0
178.96,54.2
178.98,32.2
179.00,45.3
179.02,43.3
179.04,60.6
179.06,54.7
179.08,41.9
179.10,54.2
179.12,59.9
179.14,45.0
179.16,37.7
179.18,50.1
179.20,49.8
179.22,51.5
179.24,44.6
179.26,52.6
179.28,46.7
179.30,40.5
179.32,32.1
179.34,58.6
179.36,35.8
179.38,44.8
179.40,42.3
179.42,49.7
179.44,48.3
179.46,39.2
179.48,46.8
179.50,34.7
179.52,65.0
179.54,46.4
179.56,44.3
179.58,36.7
179.60,38.2
179.62,47.0
179.64,48.8
179.66,54.4
179.68,55.1
179.70,38.3
179.72,39.9
179.74,41.3
179.76,58.1
179.78,56.8
179.80,57.6
179.82,52.3
179.84,59.6
179.86,59.1
179.88,40.2
179.90,52.4
179.92,26.2
179.94,25.6
179.96,38.3
179.98,41.6
180.00,48.5
180.02,40.1
180.04,16.0
180.06,59.9
180.08,49.7
180.10,47.6
180.12,49.2
180.14,40.1
180.16,50.7
180.18,40.0
180.20,66.4
180.22,45.6
180.24,45.5
180.26,58.6
180.28,40.5
180.30,44.1
180.32,40.8
180.34,53.7
180.36,37.2
180.38,46.6
180.40,42.3
180.42,45.5
180.44,65.6
180.46,39.9
180.48,36.8
180.50,50.6
180.52,51.7
180.54,40.5
180.56,50.3
180.58,51.1
180.60,35.0
180.62,37.1
180.64,50.5
180.66,35.0
180.68,60.0
180.70,55.8
180.72,50.9
180.74,50.1
180.76,50.4
180.78,31.5
180.80,40.6
180.82,40.0
180.84,40.8
180.86,52.6
180.88,51.1
180.90,35.6
180.92,52.1
180.94,37.3
180.96,40.8
180.98,52.8
181.00,51.2
181.02,59.7
181.04,47.3
181.06,35.9
181.08,32.0
181.10,59.9
181.12,52.3
181.14,49.1
181.16,39.6
181.18,44.9
181.20,64.4
181.22,65.9
181.24,33.5
181.26,43.0
181.28,61.7
181.30,36.3
181.32,44.6
181.34,49.3
181.36,53.8
181.38,45.0
181.40,38.1
181.42,48.9
181.44,34.7
181.46,44.7
181.48,44.3
181.50,56.6
181.52,58.3
181.54,44.6
181.56,35.4
181.58,48.0
181.60,36.9
181.62,64.4
181.64,32.3
181.66,34.6
181.68,44.2
181.70,55.7
181.72,52.5
181.74,38.0
181.76,45.0
181.78,36.7
181.80,30.5
181.82,52.6
181.84,55.2
181.86,29.5
181.88,47.7
181.90,46.5
181.92,49.3
181.94,22.4
181.96,42.9
181.98,48.7
182.00,47.0
182.02,51.5
182.04,69.4
182.06,45.4
182.08,59.7
182.10,54.9
182.12,62.6
182.14,63.1
182.16,38.0
182.18,34.0
182.20,31.0
182.22,30.9
182.24,58.0
182.26,46.7
182.28,57.8
182.30,35.5
182.32,51.7
182.34,40.6
182.36,24.5
182.38,51.4
182.40,50.4
182.42,41.8
182.44,54.2
182.46,48.0
182.48,49.7
182.50,47.9
182.52,44.2
182.54,48.0
182.56,43.9
182.58,44.7
182.60,51.2
182.62,59.2
182.64,46.7
182.66,57.7
182.68,51.4
182.70,50.9
182.72,38.7
182.74,41.5
182.76,43.6
182.78,48.9
182.80,53.3
182.82,30.9
182.84,43.7
182.86,41.9
182.88,44.4
182.90,41.2
182.92,54.7
182.94,49.4
182.96,33.8
182.98,57.3
183.00,39.6
183.02,31.8
183.04,52.4
183.06,49.1
183.08,33.7
183.10,43.9
183.12,49.7
183.14,40.2
183.16,66.8
183.18,47.9
183.20,49.0
183.22,35.7
183.24,54.7
183.26,41.7
183.28,44.8
183.30,45.4
183.32,53.2
183.34,29.3
183.36,44.6
183.38,54.8
183.40,48.9
183.42,39.0
183.44,38.7
183.46,39.3
183.48,50.3
183.50,39.2
183.52,44.8
183.54,44.0
183.56,25.7
183.58,54.1
183.60,35.3
183.62,58.3
183.64,49.5
183.66,28.3
183.68,40.9
183.70,42.7
183.72,61.7
183.74,52.9
183.76,46.1
183.78,35.2
183.80,53.9
183.82,34.7
183.84,29.8
183.86,48.8
183.88,61.1
183.90,33.3
183.92,53.5
183.94,41.9
183.96,39.6
183.98,51.1
184.00,70.7
184.02,42.6
184.04,43.0
184.06,46.6
184.08,42.6
184.10,64.0
184.12,52.6
184.14,36.6
184.16,64.2
184.18,36.4
184.20,43.7
184.22,36.8
184.24,45.3
184.26,56.4
184.28,56.2
184.30,51.8
184.32,61.6
184.34,41.8
184.36,41.2
184.38,56.5
184.40,57.1
184.42,55.3
184.44,57.8
184.46,34.7
184.48,44.0
184.50,43.3
184.52,37.7
184.54,45.6
184.56,44.6
184.58,36.5
184.60,51.6
184.62,39.6
184.64,30.0
184.66,53.8
184.68,44.2
184.70,42.6
184.72,41.0
184.74,48.8
184.76,32.9
184.78,57.1
184.80,39.4
184.82,43.0
184.84,51.6
184.86,30.3
184.88,52.8
184.90,50.3
184.92,52.0
184.94,57.1
184.96,44.4
184.98,42.0
185.00,38.7
185.02,50.0
185.04,49.1
185.06,50.8
185.08,49.6
185.10,34.1
185.12,35.8
185.14,51.0
185.16,51.2
185.18,45.0
185.20,36.0
185.22,36.6
185.24,41.0
185.26,40.7
185.28,43.1
185.30,36.0
185.32,45.5
185.34,51.5
185.36,44.6
185.38,41.2
185.40,59.8
185.42,48.7
185.44,35.0
185.46,44.0
185.48,55.0
185.50,41.7
185.52,38.5
185.54,51.6
185.56,60.7
185.58,55.8
185.60,56.3
185.62,57.8
185.64,51.2
185.66,58.7
185.68,53.9
185.70,50.5
185.72,30.8
185.74,51.1
185.76,29.7
185.78,54.7
185.80,38.1
185.82,43.3
185.84,49.8
185.86,34.1
185.88,38.4
185.90,31.6
185.92,42.4
185.94,54.3
185.96,42.1
185.98,53.8
186.00,39.0
186.02,37.2
186.04,40.3
186.06,45.9
186.08,48.6
186.10,49.3
186.12,45.2
186.14,43.2
186.16,44.0
186.18,45.2
186.20,53.8
186.22,56.5
186.24,79.3
186.26,42.2
186.28,47.8
186.30,47.4
186.32,38.5
186.34,65.8
186.36,43.3
186.38,53.8
186.40,44.3
186.42,51.0
186.44,36.9
186.46,60.9
186.48,45.8
186.50,21.8
186.52,30.9
186.54,44.2
186.56,39.4
186.58,43.4
186.60,49.5
186.62,51.8
186.64,46.7
186.66,27.4
186.68,47.8
186.70,35.1
186.72,37.0
186.74,34.4
186.76,48.8
186.78,45.7
186.80,30.7
186.82,41.6
186.84,46.9
186.86,60.5
186.88,37.1
186.90,43.7
186.92,34.2
186.94,46.9
186.96,37.9
186.98,50.9
187.00,38.7
187.02,30.9
187.04,27.6
187.06,45.6
187.08,58.1
187.10,36.4
187.12,52.4
187.14,48.6
187.16,41.9
187.18,34.8
187.20,16.9
187.22,57.2
187.24,51.5
187.26,50.7
187.28,45.5
187.30,39.8
187.32,48.5
187.34,38.1
187.36,33.1
187.38,44.6
187.40,49.5
187.42,35.8
187.44,53.4
187.46,47.2
187.48,51.9
187.50,55.8
187.52,52.0
187.54,25.4
187.56,31.1
187.58,40.9
187.60,54.0
187.62,38.7
187.64,39.2
187.66,30.3
187.68,40.0
187.70,50.1
187.72,47.3
187.74,48.3
187.76,24.5
187.78,28.0
187.80,48.7
187.82,45.7
187.84,38.3
187.86,54.7
187.88,38.1
187.90,56.3
187.92,46.3
187.94,54.1
187.96,47.4
187.98,38.7
188.00,54.5
188.02,49.7
188.04,53.8
188.06,31.9
188.08,44.9
188.10,46.0
188.12,29.5
188.14,40.8
188.16,41.6
188.18,50.1
188.20,50.9
188.22,56.2
188.24,44.3
188.26,35.1
188.28,49.8
188.30,53.5
188.32,45.2
188.34,64.6
188.36,47.4
188.38,46.9
188.40,33.4
188.42,42.9
188.44,51.0
188.46,35.8
188.48,38.2
188.50,51.4
188.52,59.1
188.54,50.8
188.56,56.4
188.58,53.8
188.60,55.5
188.62,51.9
188.64,31.6
188.66,55.3
188.68,46.3
188.70,56.4
188.72,158.2
188.74,580.3
188.76,1614.0
188.78,2611.1
188.80,2503.6
188.82,1359.8
188.84,439.0
188.86,135.7
188.88,44.6
188.90,41.8
188.92,41.1
188.94,50.5
188.96,19.2
188.98,34.3
189.00,48.1
189.02,46.6
189.04,22.4
189.06,51.9
189.08,48.4
189.10,48.8
189.12,46.9
189.14,41.3
189.16,44.1
189.18,41.5
189.20,48.9
189.22,54.7
189.24,58.1
189.26,26.4
189.28,35.9
189.30,40.9
189.32,33.9
189.34,47.0
189.36,37.5
189.38,54.6
189.40,56.0
189.42,44.7
189.44,49.2
189.46,43.1
189.48,39.8
189.50,43.4
189.52,46.7
189.54,21.0
189.56,44.0
189.58,41.6
189.60,45.3
189.62,55.9
189.64,38.2
189.66,51.4
189.68,59.9
189.70,28.8
189.72,50.7
189.74,43.1
189.76,50.9
189.78,35.7
189.80,45.5
189.82,39.9
189.84,40.1
189.86,41.5
189.88,48.4
189.90,44.3
189.92,42.9
189.94,61.2
189.96,30.6
189.98,55.9
190.00,33.7
190.02,47.6
190.04,41.6
190.06,33.1
190.08,35.6
190.10,36.8
190.12,49.5
190.14,54.4
190.16,26.9
190.18,53.1
190.20,44.4
190.22,48.0
190.24,54.8
190.26,42.0
190.28,41.1
190.30,49.9
190.32,49.8
190.34,47.1
190.36,39.8
190.38,47.8
190.40,44.2
190.42,34.2
190.44,48.2
190.46,45.5
190.48,36.8
190.50,22.4
190.52,39.5
190.54,40.3
190.56,55.9
190.58,46.5
190.60,54.8
190.62,40.9
190.64,32.9
190.66,55.4
190.68,56.4
190.70,80.3
190.72,215.1
190.74,820.6
190.76,2271.0
190.78,3435.8
190.80,3214.4
190.82,1726.8
190.84,530.7
190.86,141.7
190.88,54.3
190.90,45.2
190.92,49.0
190.94,51.3
190.96,40.8
190.98,38.4
191.00,35.8
191.02,40.7
191.04,49.1
191.06,52.4
191.08,45.5
191.10,38.1
191.12,38.0
191.14,45.9
191.16,47.6
191.18,55.3
191.20,47.7
191.22,46.9
191.24,54.1
191.26,65.0
191.28,40.8
191.30,44.6
191.32,35.8
191.34,51.7
191.36,39.2
191.38,41.2
191.40,71.5
191.42,35.6
191.44,48.1
191.46,45.1
191.48,65.6
191.50,48.3
191.52,44.4
191.54,37.7
191.56,28.8
191.58,38.2
191.60,47.4
191.62,37.4
191.64,49.0
191.66,48.6
191.68,44.8
191.70,36.8
191.72,56.1
191.74,54.7
191.76,33.2
191.78,23.3
191.80,37.3
191.82,46.0
191.84,51.8
191.86,53.5
191.88,49.8
191.90,40.3
191.92,48.4
191.94,41.3
191.96,37.4
191.98,37.3
192.00,32.5
192.02,64.4
192.04,48.7
192.06,47.5
192.08,38.4
192.10,37.3
192.12,41.4
192.14,40.4
192.16,55.2
192.18,44.0
192.20,55.7
192.22,48.0
192.24,55.7
192.26,38.4
192.28,40.1
192.30,53.4
192.32,46.1
192.34,42.7
192.36,31.3
192.38,43.8
192.40,55.5
192.42,55.6
192.44,44.6
192.46,41.7
192.48,35.5
192.50,46.8
192.52,48.8
192.54,47.7
192.56,34.7
192.58,38.4
192.60,53.1
192.62,24.3
192.64,50.9
192.66,44.6
192.68,36.5
192.70,75.6
192.72,120.5
192.74,500.5
192.76,1132.5
192.78,1696.8
192.80,1408.8
192.82,754.1
192.84,235.3
192.86,63.1
192.88,54.0
192.90,43.5
192.92,37.9
192.94,45.3
192.96,37.8
192.98,60.0
193.00,36.7
193.02,40.3
193.04,49.6
193.06,56.1
193.08,47.3
193.10,58.1
193.12,48.0
193.14,38.0
193.16,34.9
193.18,54.9
193.20,41.4
193.22,54.3
193.24,43.6
193.26,52.9
193.28,33.1
193.30,54.3
193.32,31.3
193.34,40.2
193.36,41.1
193.38,56.0
193.40,29.1
193.42,38.0
193.44,44.9
193.46,37.2
193.48,20.5
193.50,40.8
193.52,59.6
193.54,48.6
193.56,35.8
193.58,53.9
193.60,51.4
193.62,47.2
193.64,44.8
193.66,48.5
193.68,39.4
193.70,34.7
193.72,46.1
193.74,46.9
193.76,53.9
193.78,46.3
193.80,45.3
193.82,43.4
193.84,39.7
193.86,32.1
193.88,57.6
193.90,38.0
193.92,46.9
193.94,47.0
193.96,57.8
193.98,45.6
194.00,47.5
194.02,41.6
194.04,43.1
194.06,50.8
194.08,57.3
194.10,41.3
194.12,50.9
194.14,44.2
194.16,35.8
194.18,41.2
194.20,56.8
194.22,44.4
194.24,33.9
194.26,42.4
194.28,31.8
194.30,27.3
194.32,31.9
194.34,53.3
194.36,44.4
194.38,47.9
194.40,41.2
194.42,39.6
194.44,37.7
194.46,37.2
194.48,53.8
194.50,42.9
194.52,33.6
194.54,48.5
194.56,49.2
194.58,49.4
194.60,39.0
194.62,38.7
194.64,39.9
194.66,41.6
194.68,53.3
194.70,32.7
194.72,65.7
194.74,115.6
194.76,196.9
194.78,305.7
194.80,235.4
194.82,120.7
194.84,85.0
194.86,43.9
194.88,45.7
194.90,42.1
194.92,37.8
194.94,36.7
194.96,41.8
194.98,40.0
195.00,54.3
195.02,64.6
195.04,46.8
195.06,42.7
195.08,40.0
195.10,37.4
195.12,58.2
195.14,53.8
195.16,50.3
195.18,47.3
195.20,48.1
195.22,42.6
195.24,48.2
195.26,45.0
195.28,32.7
195.30,46.9
195.32,49.5
195.34,51.7
195.36,47.2
195.38,54.4
195.40,41.6
195.42,44.5
195.44,43.0
195.46,45.5
195.48,47.1
195.50,40.9
195.52,49.6
195.54,33.1
195.56,29.4
195.58,57.2
195.60,31.4
195.62,40.5
195.64,53.7
195.66,51.1
195.68,40.7
195.70,50.2
195.72,50.8
195.74,38.2
195.76,65.0
195.78,45.6
195.80,32.4
195.82,34.6
195.84,42.7
195.86,40.8
195.88,56.0
195.90,42.8
195.92,49.2
195.94,35.6
195.96,41.3
195.98,40.4
196.00,32.7
196.02,40.1
196.04,46.1
196.06,51.7
196.08,35.3
196.10,54.2
196.12,31.2
196.14,32.2
196.16,54.0
196.18,47.2
196.20,56.5
196.22,41.8
196.24,40.6
196.26,48.6
196.28,40.4
196.30,34.9
196.32,50.1
196.34,40.2
196.36,46.5
196.38,39.5
196.40,33.8
196.42,55.5
196.44,59.8
196.46,38.6
196.48,65.4
196.50,47.7
196.52,52.3
196.54,43.8
196.56,56.0
196.58,35.2
196.60,47.0
196.62,54.5
196.64,40.5
196.66,45.1
196.68,31.6
196.70,59.5
196.72,47.3
196.74,43.2
196.76,46.2
196.78,33.4
196.80,38.1
196.82,65.4
196.84,49.5
196.86,30.6
196.88,43.8
196.90,43.3
196.92,43.2
196.94,42.4
196.96,38.6
196.98,54.9
197.00,56.8
197.02,43.0
197.04,44.9
197.06,47.2
197.08,47.1
197.10,39.3
197.12,46.6
197.14,52.9
197.16,34.0
197.18,46.8
197.20,29.3
197.22,36.1
197.24,42.5
197.26,41.6
197.28,40.3
197.30,41.7
197.32,39.8
197.34,55.6
197.36,37.1
197.38,51.8
197.40,43.3
197.42,50.5
197.44,57.6
197.46,43.9
197.48,57.1
197.50,42.8
197.52,36.5
197.54,38.6
197.56,32.4
197.58,35.6
197.60,56.2
197.62,36.8
197.64,34.9
197.66,44.7
197.68,41.2
197.70,57.8
197.72,40.2
197.74,31.0
197.76,44.0
197.78,46.0
197.80,43.4
197.82,34.2
197.84,49.7
197.86,35.6
197.88,52.7
197.90,48.4
197.92,48.4
197.94,49.6
197.96,48.1
197.98,33.7
198.00,31.6
198.02,46.9
198.04,54.1
198.06,39.0
198.08,47.5
198.10,47.7
198.12,36.4
198.14,40.5
198.16,58.6
198.18,47.4
198.20,55.0
198.22,39.6
198.24,51.1
198.26,49.3
198.28,46.0
198.30,29.5
198.32,46.8
198.34,23.9
198.36,47.8
198.38,48.0
198.40,51.0
198.42,35.2
198.44,51.2
198.46,28.6
198.48,40.3
198.50,40.1
198.52,39.8
198.54,37.8
198.56,44.0
198.58,49.8
198.60,27.0
198.62,53.9
198.64,48.9
198.66,48.8
198.68,39.5
198.70,38.1
198.72,27.9
198.74,47.8
198.76,42.3
198.78,44.4
198.80,35.3
198.82,48.3
198.84,41.0
198.86,40.2
198.88,33.9
198.90,56.0
198.92,34.4
198.94,51.6
198.96,39.3
